AppName,GroupId,GroupName,GroupCreated,GroupAdminUrl,IsTeam,TeamArchived,OwnerCount,MemberCount,LMSIssuerName,LTIContextId,CourseName,SiteId,SiteWebUrl,SiteStorageQuota,SiteStorageUsage,SiteArchiveStatus,DriveCount,DriveId,DriveName,DriveSize,ItemCount,ItemName,ItemPath,ItemType,ItemSize,ItemCreated,ItemModified,ItemWebUrl
OneDriveLTI,18671adc-ebef-4c01-bf9f-6d825158d658,Course: SPO Create Test: Section 1,12/17/2024 23:03,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/18671adc-ebef-4c01-bf9f-6d825158d658,FALSE,N/A,1,0,Schoology,7638446637,SPO Create Test: Section 1,"contososdorg.sharepoint.com,85154083-e276-4df6-b43c-7772b1e0a74a,b6794251-5337-4816-90d7-04f89521ca3f",https://contososdorg.sharepoint.com/sites/9d43bcf4c0,2.74878E+13,1448422,None,2,b!g0AVhXbi9k20PHdyseCnSlFCebY3UxZIkNcE-JUhyj82K3TaFQP_QYiLo9b8Sz-w,OneDriveLTIFiles,,,Student Work,Student Work,Folder,0,12/17/2024 23:03,12/17/2024 23:03,https://contososdorg.sharepoint.com/sites/9d43bcf4c0/OneDriveLTIFiles/Student%20Work
OneDriveLTI,18671adc-ebef-4c01-bf9f-6d825158d658,Course: SPO Create Test: Section 1,12/17/2024 23:03,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/18671adc-ebef-4c01-bf9f-6d825158d658,FALSE,N/A,1,0,Schoology,7638446637,SPO Create Test: Section 1,"contososdorg.sharepoint.com,85154083-e276-4df6-b43c-7772b1e0a74a,b6794251-5337-4816-90d7-04f89521ca3f",https://contososdorg.sharepoint.com/sites/9d43bcf4c0,2.74878E+13,1448422,None,2,b!g0AVhXbi9k20PHdyseCnSlFCebY3UxZIkNcE-JUhyj82K3TaFQP_QYiLo9b8Sz-w,OneDriveLTIFiles,,,Unpublished Files,Unpublished Files,Folder,0,12/17/2024 23:03,12/17/2024 23:03,https://contososdorg.sharepoint.com/sites/9d43bcf4c0/OneDriveLTIFiles/Unpublished%20Files
OneDriveLTI,18671adc-ebef-4c01-bf9f-6d825158d658,Course: SPO Create Test: Section 1,12/17/2024 23:03,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/18671adc-ebef-4c01-bf9f-6d825158d658,FALSE,N/A,1,0,Schoology,7638446637,SPO Create Test: Section 1,"contososdorg.sharepoint.com,85154083-e276-4df6-b43c-7772b1e0a74a,b6794251-5337-4816-90d7-04f89521ca3f",https://contososdorg.sharepoint.com/sites/9d43bcf4c0,2.74878E+13,1448422,None,2,b!g0AVhXbi9k20PHdyseCnSlFCebY3UxZIkNcE-JUhyj82K3TaFQP_QYiLo9b8Sz-w,OneDriveLTIFiles,0,4,,,,,,,
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,,,Cloud Assignment Templates,Cloud Assignment Templates,Folder,0,4/9/2024 18:46,4/9/2024 18:46,https://contososdorg.sharepoint.com/sites/32fe17e423/OneDriveLTIFiles/Cloud%20Assignment%20Templates
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,,,Shared Items,Shared Items,Folder,0,4/9/2024 18:46,4/9/2024 18:46,https://contososdorg.sharepoint.com/sites/32fe17e423/OneDriveLTIFiles/Shared%20Items
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,,,Student Work,Student Work,Folder,0,4/9/2024 18:46,4/9/2024 18:46,https://contososdorg.sharepoint.com/sites/32fe17e423/OneDriveLTIFiles/Student%20Work
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,,,Unpublished Files,Unpublished Files,Folder,23097,4/9/2024 18:46,4/9/2024 18:46,https://contososdorg.sharepoint.com/sites/32fe17e423/OneDriveLTIFiles/Unpublished%20Files
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,,,Quadratic Equations Review 1.docx,Unpublished Files/Quadratic Equations Review 1.docx,File,23097,4/9/2024 18:47,4/9/2024 18:47,https://contososdorg.sharepoint.com/sites/32fe17e423/_layouts/15/Doc.aspx?sourcedoc=%7B4C5A871C-0AE1-407D-B744-66E15A70DC63%7D&file=Quadratic%20Equations%20Review%201.docx&action=default&mobileredirect=true
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36upY2Il4fLBuTY90PuU7nlo7,OneDriveLTIFiles,23097,5,,,,,,,
OneDriveLTI,2c5781bd-d7c7-426e-9f91-333393d62ab5,Course: Algebra I G: Section 1,4/9/2024 18:46,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/2c5781bd-d7c7-426e-9f91-333393d62ab5,FALSE,N/A,1,0,Schoology,7248668271,Algebra I G: Section 1,"contososdorg.sharepoint.com,11240084-a804-45db-a46a-e9da10dad24a,9a2a4a1d-3ec5-4603-9daa-46ec07b7eaea",https://contososdorg.sharepoint.com/sites/32fe17e423,1.09951E+12,1474680,None,2,b!hAAkEQSo20WkaunaENrSSh1KKprFPgNGnapG7Ae36uoLqASJRDWEQIJ084tXhutb,Documents,0,0,,,,,,,
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfS65Hv4rqWyS72USbbMLZIr,Documents,0,0,,,,,,,
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Cloud Assignment Templates,Cloud Assignment Templates,Folder,36772,6/15/2025 16:21,6/15/2025 16:21,https://contososdorg.sharepoint.com/sites/8CE29977B4/OneDriveLTIFiles/Cloud%20Assignment%20Templates
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Collaboration Items,Collaboration Items,Folder,0,6/15/2025 16:21,6/15/2025 16:21,https://contososdorg.sharepoint.com/sites/8CE29977B4/OneDriveLTIFiles/Collaboration%20Items
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Shared Items,Shared Items,Folder,172899,6/15/2025 16:21,6/15/2025 16:21,https://contososdorg.sharepoint.com/sites/8CE29977B4/OneDriveLTIFiles/Shared%20Items
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Student Work,Student Work,Folder,0,6/15/2025 16:21,6/15/2025 16:21,https://contososdorg.sharepoint.com/sites/8CE29977B4/OneDriveLTIFiles/Student%20Work
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Unpublished Files,Unpublished Files,Folder,0,6/15/2025 16:21,6/15/2025 16:21,https://contososdorg.sharepoint.com/sites/8CE29977B4/OneDriveLTIFiles/Unpublished%20Files
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,test.pptx,Cloud Assignment Templates/test.pptx,File,36772,8/31/2025 14:33,8/31/2025 14:33,https://contososdorg.sharepoint.com/sites/8CE29977B4/_layouts/15/Doc.aspx?sourcedoc=%7B57B32C90-41E6-4019-B20F-5572F865E8B7%7D&file=test.pptx&action=edit&mobileredirect=true
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,A Brief Introduction to Chess.docx,Shared Items/A Brief Introduction to Chess.docx,File,23714,8/31/2025 14:16,8/31/2025 14:16,https://contososdorg.sharepoint.com/sites/8CE29977B4/_layouts/15/Doc.aspx?sourcedoc=%7B821EA200-0281-407B-BC4E-25D60AE35705%7D&file=A%20Brief%20Introduction%20to%20Chess.docx&action=default&mobileredirect=true
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Aerodynamics.docx,Shared Items/Aerodynamics.docx,File,24155,8/31/2025 14:19,8/31/2025 14:19,https://contososdorg.sharepoint.com/sites/8CE29977B4/_layouts/15/Doc.aspx?sourcedoc=%7B3CDE1126-6C33-4289-AF3B-C22240710098%7D&file=Aerodynamics.docx&action=default&mobileredirect=true
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Aviad.docx,Shared Items/Aviad.docx,File,22675,7/23/2025 12:24,7/23/2025 12:24,https://contososdorg.sharepoint.com/sites/8CE29977B4/_layouts/15/Doc.aspx?sourcedoc=%7BCE37AFF9-BCE5-4DA9-A300-829A130F104F%7D&file=Aviad.docx&action=default&mobileredirect=true
M365LTI,051f3596-6781-43ad-a608-ca651f8bcde6,4th Grade: Section 1,6/15/2025 16:21,https://admin.cloud.microsoft/?#/groups/:/TeamDetails/051f3596-6781-43ad-a608-ca651f8bcde6,TRUE,FALSE,1,9,https://schoology.schoology.com,7341037762,4th Grade: Section 1,"contososdorg.sharepoint.com,3b0a7855-c5ee-46e8-9f58-f4efd2f5f67c,2637f4ba-db31-473b-b9f3-38968b0e19f4",https://contososdorg.sharepoint.com/sites/8CE29977B4,2.74878E+13,1734793,None,2,b!VXgKO-7F6EafWPTv0vX2fLr0NyYx2ztHufM4losOGfRQAYyXKGBASKgz5eEFoO8l,OneDriveLTIFiles,,,Book.xlsx,Shared Items/Book.xlsx,File,32794,8/31/2025 13:35,8/31/2025 13:35,https://contososdorg.sharepoint.com/sites/8CE29977B4/_layouts/15/Doc.aspx?sourcedoc=%7B8FB06AD1-0753-4773-99D0-EDC93E3E1388%7D&file=Book.xlsx&action=default&mobileredirect=true
